Department Family,Entity,Date,Expense Type,Expense Area,Supplier,Transaction Number,Amount,Invoice Currency Unit
BIS,EPSRC,21/01/2015,Training Awards - Postgraduates,User Led Skills and Knowledge Flow,University of Exeter GRANT,76990088,667.86,GBP
BIS,EPSRC,21/01/2015,Training Awards - Postgraduates,User Led Skills and Knowledge Flow,University of Glasgow GRANT,76990089,2673.72,GBP
BIS,EPSRC,21/01/2015,Training Awards - Postgraduates,User Led Skills and Knowledge Flow,University of Hertfordshire GRANT,76990090,667.86,GBP
BIS,EPSRC,21/01/2015,Training Awards - Postgraduates,User Led Skills and Knowledge Flow,University of Huddersfield,76990091,667.86,GBP
BIS,EPSRC,21/01/2015,Training Awards - Postgraduates,User Led Skills and Knowledge Flow,ICSTM,76990092,11362.85,GBP
BIS,EPSRC,21/01/2015,Training Awards - Postgraduates,User Led Skills and Knowledge Flow,Keele University,76990093,667.86,GBP
BIS,EPSRC,21/01/2015,Training Awards - Postgraduates,User Led Skills and Knowledge Flow,University of Kent GRANT,76990094,1337.15,GBP
BIS,EPSRC,21/01/2015,Training Awards - Postgraduates,User Led Skills and Knowledge Flow,Kingston University,76990095,667.86,GBP
BIS,EPSRC,21/01/2015,Training Awards - Postgraduates,User Led Skills and Knowledge Flow,Lancaster University GRANT,76990096,2004.43,GBP
BIS,EPSRC,21/01/2015,Training Awards - Postgraduates,User Led Skills and Knowledge Flow,University of Leeds GRANT,76990097,4678.29,GBP
BIS,EPSRC,21/01/2015,Training Awards - Postgraduates,User Led Skills and Knowledge Flow,University of Leicester GRANT,76990098,667.86,GBP
BIS,EPSRC,21/01/2015,Training Awards - Postgraduates,User Led Skills and Knowledge Flow,University of Liverpool GRANT,76990099,3341.57,GBP
BIS,EPSRC,21/01/2015,Training Awards - Postgraduates,User Led Skills and Knowledge Flow,Loughborough University GRANT,76990100,4011,GBP
BIS,EPSRC,21/01/2015,Training Awards - Postgraduates,User Led Skills and Knowledge Flow,London South Bank University GRANT,76990101,1337.15,GBP
BIS,EPSRC,21/01/2015,Training Awards - Postgraduates,User Led Skills and Knowledge Flow,University of Manchester GRANT,76990102,8689.15,GBP
BIS,EPSRC,21/01/2015,Training Awards - Postgraduates,User Led Skills and Knowledge Flow,Manchester Metropolitan University GRANT,76990103,667.86,GBP
BIS,EPSRC,21/01/2015,Training Awards - Postgraduates,User Led Skills and Knowledge Flow,University of Newcastle upon Tyne GRANT,76990104,464,GBP
BIS,EPSRC,21/01/2015,Training Awards - Postgraduates,User Led Skills and Knowledge Flow,University of Newcastle upon Tyne GRANT,76990104,667.86,GBP
BIS,EPSRC,21/01/2015,Training Awards - Postgraduates,User Led Skills and Knowledge Flow,University of Nottingham GRANT,76990105,4011,GBP
BIS,EPSRC,21/01/2015,Training Awards - Postgraduates,User Led Skills and Knowledge Flow,University of Oxford GRANT,76990106,8689.15,GBP
BIS,EPSRC,21/01/2015,Training Awards - Postgraduates,User Led Skills and Knowledge Flow,University of Plymouth GRANT,76990107,1337.15,GBP
BIS,EPSRC,21/01/2015,Training Awards - Postgraduates,User Led Skills and Knowledge Flow,Q M W,76990108,2004.43,GBP
BIS,EPSRC,21/01/2015,Training Awards - Postgraduates,User Led Skills and Knowledge Flow,University of Reading GRANT,76990109,2004.43,GBP
BIS,EPSRC,21/01/2015,Training Awards - Postgraduates,User Led Skills and Knowledge Flow,University of Salford GRANT,76990110,667.86,GBP
BIS,EPSRC,21/01/2015,Training Awards - Postgraduates,User Led Skills and Knowledge Flow,University of Sheffield GRANT,76990111,7352.28,GBP
BIS,EPSRC,21/01/2015,Training Awards - Postgraduates,User Led Skills and Knowledge Flow,University of Southampton GRANT,76990112,4678.29,GBP
BIS,EPSRC,21/01/2015,Training Awards - Postgraduates,User Led Skills and Knowledge Flow,University of Strathclyde GRANT,76990113,5346.14,GBP
BIS,EPSRC,21/01/2015,Training Awards - Postgraduates,User Led Skills and Knowledge Flow,University of Surrey GRANT,76990114,3341.57,GBP
BIS,EPSRC,21/01/2015,Training Awards - Postgraduates,User Led Skills and Knowledge Flow,University of Sussex GRANT,76990115,667.86,GBP
BIS,EPSRC,21/01/2015,Training Awards - Postgraduates,User Led Skills and Knowledge Flow,Swansea University,76990116,1337.15,GBP
BIS,EPSRC,21/01/2015,Training Awards - Postgraduates,User Led Skills and Knowledge Flow,University College London GRANT,76990117,7352.28,GBP
BIS,EPSRC,21/01/2015,Training Awards - Postgraduates,User Led Skills and Knowledge Flow,University of East Anglia GRANT,76990118,1337.15,GBP
BIS,EPSRC,21/01/2015,Training Awards - Postgraduates,User Led Skills and Knowledge Flow,The London Institute,76990119,667.86,GBP
BIS,EPSRC,21/01/2015,Training Awards - Postgraduates,User Led Skills and Knowledge Flow,Warwick University,76990120,6015.43,GBP
BIS,EPSRC,21/01/2015,Training Awards - Postgraduates,User Led Skills and Knowledge Flow,University of York GRANT,76990121,3341.57,GBP
BIS,EPSRC,21/01/2015,Training Awards - Postgraduates,User Led Skills and Knowledge Flow,ICSTM,76990122,667.86,GBP
BIS,EPSRC,21/01/2015,Training Awards - Postgraduates,Corporate Programme,R H B N C GRANT,76990123,3150.93,GBP
BIS,EPSRC,21/01/2015,Training Awards - Postgraduates,Corporate Programme,University College London GRANT,76990124,151701.05,GBP
BIS,EPSRC,21/01/2015,Training Awards - Postgraduates,Corporate Programme,University College London GRANT,76990125,175850.51,GBP
BIS,EPSRC,21/01/2015,Training Awards - Postgraduates,Corporate Programme,University of Leeds GRANT,76990126,6909.41,GBP
BIS,EPSRC,21/01/2015,Training Awards - Postgraduates,Corporate Programme,University of Leeds GRANT,76990126,152746.98,GBP
BIS,EPSRC,21/01/2015,Training Awards - Postgraduates,Corporate Programme,University College London GRANT,76990127,154510.75,GBP
BIS,EPSRC,21/01/2015,Training Awards - Postgraduates,Corporate Programme,University of Birmingham GRANT,76990128,128517.45,GBP
BIS,EPSRC,21/01/2015,Training Awards - Postgraduates,Corporate Programme,University of St Andrews GRANT,76990129,156108.82,GBP
BIS,EPSRC,21/01/2015,Training Awards - Postgraduates,Corporate Programme,University of Bristol GRANT,76990130,189703.75,GBP
BIS,EPSRC,21/01/2015,Training Awards - Postgraduates,Corporate Programme,University of Bristol GRANT,76990131,167084.69,GBP
BIS,EPSRC,21/01/2015,Training Awards - Postgraduates,Corporate Programme,University of Bristol GRANT,76990132,167615.17,GBP
BIS,EPSRC,21/01/2015,Training Awards - Postgraduates,Corporate Programme,University of Oxford GRANT,76990133,86.06,GBP
BIS,EPSRC,21/01/2015,Training Awards - Postgraduates,Corporate Programme,University of Oxford GRANT,76990133,167200.94,GBP
BIS,EPSRC,21/01/2015,Training Awards - Postgraduates,Corporate Programme,ICSTM,76990134,150233.02,GBP
BIS,EPSRC,21/01/2015,Training Awards - Postgraduates,Corporate Programme,University of Southampton GRANT,76990135,116325.69,GBP
BIS,EPSRC,21/01/2015,Training Awards - Postgraduates,Corporate Programme,University of Southampton GRANT,76990136,152835.63,GBP
BIS,EPSRC,21/01/2015,Training Awards - Postgraduates,Corporate Programme,University of Southampton GRANT,76990137,140135.33,GBP
BIS,EPSRC,21/01/2015,Training Awards - Postgraduates,Corporate Programme,University of Sheffield GRANT,76990138,149003.77,GBP
BIS,EPSRC,21/01/2015,Training Awards - Postgraduates,Corporate Programme,ICSTM,76990139,157270.87,GBP
BIS,EPSRC,21/01/2015,Training Awards - Postgraduates,Corporate Programme,University of Oxford GRANT,76990140,355058.25,GBP
BIS,EPSRC,21/01/2015,Training Awards - Postgraduates,Corporate Programme,Cranfield University,76990141,150361.67,GBP
BIS,EPSRC,21/01/2015,Training Awards - Postgraduates,Corporate Programme,University of Birmingham GRANT,76990142,129656,GBP
BIS,EPSRC,21/01/2015,Training Awards - Postgraduates,Corporate Programme,University of Manchester GRANT,76990143,170586.13,GBP
BIS,EPSRC,21/01/2015,Training Awards - Postgraduates,Corporate Programme,University College London GRANT,76990144,132029.14,GBP
BIS,EPSRC,21/01/2015,Training Awards - Postgraduates,User Led Skills and Knowledge Flow,University of York GRANT,76990145,1209.85,GBP
BIS,EPSRC,21/01/2015,Training Awards - Postgraduates,Corporate Programme,University of Cambridge,76990146,157956.92,GBP
BIS,EPSRC,21/01/2015,Training Awards - Postgraduates,Corporate Programme,Q M W,76990147,2565.88,GBP
BIS,EPSRC,21/01/2015,Training Awards - Postgraduates,Corporate Programme,Q M W,76990147,138969.55,GBP
BIS,EPSRC,21/01/2015,Training Awards - Postgraduates,Corporate Programme,University College London GRANT,76990148,168030.99,GBP
BIS,EPSRC,21/01/2015,Training Awards - Postgraduates,Corporate Programme,University College London GRANT,76990149,174342,GBP
BIS,EPSRC,21/01/2015,Training Awards - Postgraduates,Corporate Programme,Loughborough University GRANT,76990150,136527.31,GBP
BIS,EPSRC,21/01/2015,Training Awards - Postgraduates,Corporate Programme,University of Oxford GRANT,76990151,891.88,GBP
BIS,EPSRC,21/01/2015,Training Awards - Postgraduates,Corporate Programme,University of Oxford GRANT,76990151,155218,GBP
BIS,EPSRC,21/01/2015,Training Awards - Postgraduates,Corporate Programme,University of Nottingham GRANT,76990152,163278.55,GBP
BIS,EPSRC,21/01/2015,Training Awards - Postgraduates,Corporate Programme,University of Bristol GRANT,76990153,116047.49,GBP
BIS,EPSRC,21/01/2015,Training Awards - Postgraduates,Corporate Programme,University of Manchester GRANT,76990155,1713.02,GBP
BIS,EPSRC,21/01/2015,Training Awards - Postgraduates,Corporate Programme,University of Manchester GRANT,76990155,115120.23,GBP
BIS,EPSRC,21/01/2015,Training Awards - Postgraduates,Corporate Programme,University of Surrey GRANT,76990156,144150.45,GBP
BIS,EPSRC,21/01/2015,Training Awards - Postgraduates,Corporate Programme,University of Manchester GRANT,76990157,86392.73,GBP
BIS,EPSRC,21/01/2015,Training Awards - Postgraduates,Corporate Programme,ICSTM,76990158,170658.77,GBP
BIS,EPSRC,21/01/2015,Training Awards - Postgraduates,Corporate Programme,Heriot-Watt University GRANT,76990159,115608.48,GBP
BIS,EPSRC,21/01/2015,Training Awards - Postgraduates,Corporate Programme,University of Nottingham GRANT,76990160,133487.78,GBP
BIS,EPSRC,21/01/2015,Training Awards - Postgraduates,Corporate Programme,Lancaster University GRANT,76990161,138713.04,GBP
BIS,EPSRC,21/01/2015,Training Awards - Postgraduates,Corporate Programme,University of Surrey GRANT,76990162,141375.86,GBP
BIS,EPSRC,21/01/2015,Training Awards - Postgraduates,Corporate Programme,University of Newcastle upon Tyne GRANT,76990163,150425.55,GBP
BIS,EPSRC,21/01/2015,Training Awards - Postgraduates,Corporate Programme,University of Bath,76990164,175083.63,GBP
BIS,EPSRC,21/01/2015,Training Awards - Postgraduates,Corporate Programme,University College London GRANT,76990165,649.94,GBP
BIS,EPSRC,21/01/2015,Training Awards - Postgraduates,Corporate Programme,University College London GRANT,76990165,140785.79,GBP
BIS,EPSRC,21/01/2015,Training Awards - Postgraduates,Corporate Programme,University of Strathclyde GRANT,76990166,137656.94,GBP
BIS,EPSRC,21/01/2015,Training Awards - Postgraduates,Corporate Programme,University of Bath,76990167,148869.69,GBP
BIS,EPSRC,21/01/2015,Training Awards - Postgraduates,Corporate Programme,University of Reading GRANT,76990168,139684.08,GBP
BIS,EPSRC,21/01/2015,Training Awards - Postgraduates,Energy Research Capacity,University College London GRANT,76990169,333.87,GBP
BIS,EPSRC,21/01/2015,Training Awards - Postgraduates,Energy Research Capacity,University College London GRANT,76990169,135759.85,GBP
BIS,EPSRC,21/01/2015,Training Awards - Postgraduates,User Led Research and Knowledge Transfer,University of Birmingham GRANT,76990170,240067.85,GBP
BIS,EPSRC,21/01/2015,Training Awards - Postgraduates,Mathematical Sciences,Lancaster University GRANT,76990171,131502.18,GBP
BIS,EPSRC,21/01/2015,Training Awards - Postgraduates,Mathematical Sciences,University of Cambridge,76990172,115585.27,GBP
BIS,EPSRC,21/01/2015,Training Awards - Postgraduates,Cross Disciplinary Interfaces,Warwick University,76990173,66573.21,GBP
BIS,EPSRC,21/01/2015,Training Awards - Postgraduates,Mathematical Sciences,Warwick University,76990173,22191.08,GBP
BIS,EPSRC,21/01/2015,Training Awards - Postgraduates,Physical Sciences,Warwick University,76990173,28030.84,GBP
BIS,EPSRC,21/01/2015,Training Awards - Postgraduates,Cross Disciplinary Interfaces,University of Edinburgh,76990174,15420.09,GBP
BIS,EPSRC,21/01/2015,Training Awards - Postgraduates,Information and Communications Technology,University of Edinburgh,76990174,33805.59,GBP
BIS,EPSRC,21/01/2015,Training Awards - Postgraduates,"Materials, Mechanical and Medical Engineering",University of Edinburgh,76990174,10082.37,GBP
BIS,EPSRC,21/01/2015,Training Awards - Postgraduates,Cross Disciplinary Interfaces,University of Oxford GRANT,76990175,399.4,GBP
BIS,EPSRC,21/01/2015,Training Awards - Postgraduates,Cross Disciplinary Interfaces,University of Oxford GRANT,76990175,27955.93,GBP
BIS,EPSRC,21/01/2015,Training Awards - Postgraduates,Information and Communications Technology,University of Oxford GRANT,76990175,549.16,GBP
BIS,EPSRC,21/01/2015,Training Awards - Postgraduates,Information and Communications Technology,University of Oxford GRANT,76990175,38439.43,GBP
BIS,EPSRC,21/01/2015,Training Awards - Postgraduates,"Materials, Mechanical and Medical Engineering",University of Oxford GRANT,76990175,266.26,GBP
BIS,EPSRC,21/01/2015,Training Awards - Postgraduates,"Materials, Mechanical and Medical Engineering",University of Oxford GRANT,76990175,18637.29,GBP
BIS,EPSRC,21/01/2015,Training Awards - Postgraduates,Mathematical Sciences,University of Oxford GRANT,76990175,266.26,GBP
BIS,EPSRC,21/01/2015,Training Awards - Postgraduates,Mathematical Sciences,University of Oxford GRANT,76990175,18637.29,GBP
BIS,EPSRC,21/01/2015,Training Awards - Postgraduates,Physical Sciences,University of Oxford GRANT,76990175,183.05,GBP
BIS,EPSRC,21/01/2015,Training Awards - Postgraduates,Physical Sciences,University of Oxford GRANT,76990175,12813.14,GBP
BIS,EPSRC,21/01/2015,Training Awards - Postgraduates,Cross Disciplinary Interfaces,ICSTM,76990176,63281.69,GBP
BIS,EPSRC,21/01/2015,Training Awards - Postgraduates,Physical Sciences,ICSTM,76990176,49721.33,GBP
BIS,EPSRC,21/01/2015,Training Awards - Postgraduates,Cross Disciplinary Interfaces,University of Glasgow GRANT,76990177,103657.1,GBP
BIS,EPSRC,21/01/2015,Training Awards - Postgraduates,Cross Disciplinary Interfaces,Loughborough University GRANT,76990178,112507.98,GBP
BIS,EPSRC,21/01/2015,Training Awards - Postgraduates,"Materials, Mechanical and Medical Engineering",Loughborough University GRANT,76990178,28126.99,GBP
BIS,EPSRC,21/01/2015,Training Awards - Postgraduates,Cross Disciplinary Interfaces,University of Leeds GRANT,76990179,1060.99,GBP
BIS,EPSRC,21/01/2015,Training Awards - Postgraduates,Cross Disciplinary Interfaces,University of Leeds GRANT,76990179,110627.53,GBP
BIS,EPSRC,21/01/2015,Training Awards - Postgraduates,"Materials, Mechanical and Medical Engineering",University of Leeds GRANT,76990179,353.66,GBP
BIS,EPSRC,21/01/2015,Training Awards - Postgraduates,"Materials, Mechanical and Medical Engineering",University of Leeds GRANT,76990179,36875.84,GBP
BIS,EPSRC,21/01/2015,Training Awards - Postgraduates,Cross Disciplinary Interfaces,University of Birmingham GRANT,76990180,40741.37,GBP
BIS,EPSRC,21/01/2015,Training Awards - Postgraduates,Information and Communications Technology,University of Birmingham GRANT,76990180,23280.78,GBP
BIS,EPSRC,21/01/2015,Training Awards - Postgraduates,"Materials, Mechanical and Medical Engineering",University of Birmingham GRANT,76990180,14550.48,GBP
BIS,EPSRC,21/01/2015,Training Awards - Postgraduates,Physical Sciences,University of Birmingham GRANT,76990180,66932.23,GBP
BIS,EPSRC,21/01/2015,Training Awards - Postgraduates,Cross Disciplinary Interfaces,University College London GRANT,76990181,66834.33,GBP
BIS,EPSRC,21/01/2015,Training Awards - Postgraduates,Information and Communications Technology,University College London GRANT,76990181,14395.09,GBP
BIS,EPSRC,21/01/2015,Training Awards - Postgraduates,Mathematical Sciences,University College London GRANT,76990181,21592.63,GBP
BIS,EPSRC,21/01/2015,Training Awards - Postgraduates,Cross Disciplinary Interfaces,University of Strathclyde GRANT,76990183,35385.35,GBP
BIS,EPSRC,21/01/2015,Training Awards - Postgraduates,"Materials, Mechanical and Medical Engineering",University of Strathclyde GRANT,76990183,57734.01,GBP
BIS,EPSRC,21/01/2015,Training Awards - Postgraduates,Information and Communications Technology,University of Manchester GRANT,76990184,65042.58,GBP
BIS,EPSRC,21/01/2015,Training Awards - Postgraduates,Information and Communications Technology,University of Bristol GRANT,76990185,64705.89,GBP
BIS,EPSRC,21/01/2015,Training Awards - Postgraduates,Cross Disciplinary Interfaces,University of Bristol GRANT,76990187,138870.84,GBP
BIS,EPSRC,21/01/2015,Training Awards - Postgraduates,Cross Disciplinary Interfaces,Warwick University,76990188,143439.17,GBP
BIS,EPSRC,21/01/2015,Training Awards - Postgraduates,Cross Disciplinary Interfaces,University of Nottingham GRANT,76990189,66596.04,GBP
BIS,EPSRC,21/01/2015,Training Awards - Postgraduates,Corporate Programme,"University of Wales, Cardiff - UWC",76990190,48163.44,GBP
BIS,EPSRC,21/01/2015,Training Awards - Postgraduates,Corporate Programme,ICSTM,76990191,2569.6,GBP
BIS,EPSRC,21/01/2015,Training Awards - Postgraduates,Corporate Programme,University of Newcastle upon Tyne GRANT,76990192,615.41,GBP
BIS,EPSRC,21/01/2015,Training Awards - Postgraduates,Corporate Programme,University College London GRANT,76990193,1139.5,GBP
BIS,EPSRC,21/01/2015,Training Awards - Postgraduates,Corporate Programme,University of Bath,76990194,9781.05,GBP
BIS,EPSRC,21/01/2015,Training Awards - Postgraduates,Corporate Programme,University of East Anglia GRANT,76990195,1123.2,GBP
BIS,EPSRC,21/01/2015,Training Awards - Postgraduates,Corporate Programme,University of Oxford GRANT,76990196,471.25,GBP
BIS,EPSRC,21/01/2015,Training Awards - Postgraduates,Corporate Programme,University of Sussex GRANT,76990197,520,GBP
BIS,EPSRC,21/01/2015,Training Awards - Postgraduates,Corporate Programme,Aston University GRANT,76990198,5625,GBP
BIS,EPSRC,21/01/2015,Training Awards - Postgraduates,Cross Disciplinary Interfaces,University of Strathclyde GRANT,76990199,68853.04,GBP
BIS,EPSRC,21/01/2015,Training Awards - Postgraduates,Cross Disciplinary Interfaces,University of Leeds GRANT,76990200,71415.68,GBP
BIS,EPSRC,21/01/2015,Training Awards - Postgraduates,Cross Disciplinary Interfaces,Warwick University,76990201,70801.96,GBP
BIS,EPSRC,21/01/2015,Training Awards - Postgraduates,Energy Research Capacity,University of Edinburgh,76990202,225109.07,GBP
BIS,EPSRC,21/01/2015,Training Awards - Postgraduates,Mathematical Sciences,University of Edinburgh,76990203,7500,GBP
BIS,EPSRC,21/01/2015,Training Awards - Postgraduates,Mathematical Sciences,University of Oxford GRANT,76990204,7473,GBP
BIS,EPSRC,21/01/2015,Training Awards - Postgraduates,Mathematical Sciences,Warwick University,76990205,7216.2,GBP
BIS,EPSRC,21/01/2015,Training Awards - Postgraduates,Mathematical Sciences,University College London GRANT,76990206,7500,GBP
BIS,EPSRC,21/01/2015,Training Awards - Postgraduates,Mathematical Sciences,Lancaster University GRANT,76990207,7500,GBP
BIS,EPSRC,21/01/2015,Training Awards - Postgraduates,Mathematical Sciences,University of Manchester GRANT,76990208,7500,GBP
BIS,EPSRC,21/01/2015,Training Awards - Postgraduates,Non Theme Specific,University of Manchester GRANT,76990209,6912.1,GBP
BIS,EPSRC,21/01/2015,Training Awards - Postgraduates,Non Theme Specific,University of Aberdeen GRANT,76990210,2073.59,GBP
